,sofifa_id,short_name,player_positions,overall,age
140,204963,Carvajal,LD,83,24
141,198219,L. Insigne,EI,83,25
142,177457,L. Bender,CM,83,27
143,184267,Y. Brahimi,EI,83,26
144,200641,Y. Konoplyanka,CI,83,26
145,202857,K. Bellarabi,CD,83,26
146,20775,Quaresma,CD,83,32
147,20800,Danny,CM,83,32
148,48717,Júlio César,GK,83,36
149,53302,D. De Rossi,CM,83,32
150,53612,P. Mertesacker,DF,83,31
151,108080,S. Lichtsteiner,LD,83,32
152,112253,J. Toulalan,CM,83,32
153,121944,B. Schweinsteiger,CM,83,31
154,139068,Nani,EI,83,29
155,139869,W. Sneijder,CM,83,32
156,139968,V. Enyeama,GK,83,33
157,142780,G. Rodríguez,DF,83,32
158,143001,C. Tévez,ST,83,32
159,146760,Juanfran,LD,83,31
160,161956,Borja Valero,CM,83,31
161,162347,João Moutinho,CM,83,29
162,163489,A. Consigli,GK,83,29
163,163631,L. Baines,LI,83,31
164,163711,L. Diarra,CM,83,31
165,163824,A. Williams,DF,83,31
166,164468,G. Cahill,DF,83,30
167,165580,Diego Alves,GK,83,31
168,171791,José Fonte,DF,83,32
169,172723,A. Begović,GK,83,29
170,172871,J. Vertonghen,DF,83,29
171,175943,D. Mertens,EI,83,29
172,176600,K. Gameiro,ST,83,29
173,177509,M. Benatia,DF,83,29
174,178224,J. Hernández,ST,83,28
175,178509,O. Giroud,ST,83,29
176,179846,S. Khedira,CM,83,29
177,181458,I. Perišić,CI,83,27
178,181783,M. Mandžukić,ST,83,30
179,182494,F. Muslera,GK,83,30
180,184120,Bruno,CM,83,32
181,184431,S. Giovinco,MP,83,29
182,185221,Luiz Gustavo,CM,83,28
183,189358,S. Kagawa,CM,83,27
184,189505,Pedro,CI,83,28
185,190547,K. Glik,DF,83,28
186,192593,D. Subašić,GK,83,31
187,193532,G. Medel,CM,83,28
188,199561,Nolito,EI,83,29
189,217699,I. Slimani,ST,83,28
190,211300,A. Martial,CI,82,20
191,225508,E. Bailly,DF,82,22
192,203042,J. Butland,GK,82,23
193,215316,G. Rulli,GK,82,24
194,198176,S. de Vrij,DF,82,24
195,200316,T. Horn,GK,82,23
196,202652,R. Sterling,CI,82,21
197,207865,Marquinhos,DF,82,22
198,208418,Y. Carrasco,CI,82,22
199,200145,Casemiro,CM,82,24
200,200888,Danilo Pereira,CM,82,24
201,201399,M. Icardi,ST,82,23
202,203775,L. Karius,GK,82,23
203,205600,S. Umtiti,DF,82,22
204,193348,X. Shaqiri,CD,82,24
205,201153,Morata,ST,82,23
206,201942,Roberto Firmino,MP,82,24
207,204639,S. Savić,DF,82,25
208,210935,D. Berardi,ED,82,21
209,176993,Bojan,CM,82,25
210,189461,J. Wilshere,CM,82,24
211,200949,Lucas,ED,82,23
212,201024,K. Koulibaly,DF,82,25
213,203551,A. Florenzi,LD,82,25
214,216065,M. Sportiello,GK,82,24
215,177358,M. Schneiderlin,CM,82,26
216,195086,D. Lovren,DF,82,26
217,197061,J. Matip,DF,82,24
218,177413,A. Witsel,CM,82,27
219,177458,S. Bender,DF,82,27
220,179645,S. Kjær,DF,82,27
221,180216,S. Coleman,LD,82,27
222,183285,M. Sakho,DF,82,26
223,184826,Adrien Silva,CM,82,27
224,187936,S. N'Zonzi,CM,82,27
225,189513,Parejo,CM,82,27
226,191740,Ander Herrera,CM,82,26
227,199715,Vitolo,CD,82,26
228,5479,Casillas,GK,82,35
229,7763,A. Pirlo,CM,82,37
230,49370,T. Motta,CM,82,33
231,52091,P. Evra,LI,82,35
232,53914,P. Jagielka,DF,82,33
233,106573,Victor Valdés,GK,82,34
234,113422,David Villa,ST,82,34
235,138449,Kaká,CM,82,34
236,139668,F. Marchetti,GK,82,33
237,142784,P. Zabaleta,LD,82,31
238,144622,Raffael,MP,82,31
239,146954,Gabi,CM,82,32
240,150418,M. Gómez,ST,82,30
241,153244,A. Gignac,ST,82,30
242,157481,Raúl Albiol,DF,82,30
243,158121,B. Costil,GK,82,28
244,158963,L. Biglia,CM,82,30
245,159147,L. Perrin,DF,82,30
246,159240,M. Krohn-Dehli,CM,82,33
247,162240,M. Dembélé,CM,82,28
248,163419,B. Sagna,LD,82,33
249,165239,S. Nasri,CI,82,29
250,166706,M. Škrtel,DF,82,31
251,167431,G. Castro,CM,82,29
252,168354,E. Viviano,GK,82,30
253,168435,S. Sirigu,GK,82,29
254,168530,Jardel,DF,82,30
255,171897,A. Guardado,CM,82,29
256,173771,L. Piszczek,LD,82,31
257,177600,Beñat,CM,82,29
258,181786,V. Ćorluka,DF,82,30
259,183280,A. Rami,DF,82,30
260,183497,O. Karnezis,GK,82,30
261,184200,M. Arnautović,CI,82,27
262,184484,G. Sigurðsson,CM,82,26
263,189125,G. Bonaventura,CI,82,26
264,189560,Iborra,CM,82,28
265,193082,J. Cuadrado,CD,82,28
266,207471,F. Vázquez,CM,82,27
267,208830,J. Vardy,ST,82,29
268,193105,A. Areola,GK,81,23
269,199189,R. Barkley,CM,81,22
270,205988,L. Shaw,LI,81,20
271,220834,Marco Asensio,CM,81,20
272,201510,L. Kurzawa,LI,81,23
273,202477,Deulofeu,CD,81,22
274,213345,K. Coman,EI,81,20
275,218667,Bernardo Silva,CD,81,21
276,196934,O. Özyakup,CM,81,23
277,200454,Paco Alcácer,ST,81,22
278,212190,N. Süle,DF,81,20
279,216594,N. Fekir,ED,81,22
280,190813,S. El Shaarawy,EI,81,23
281,204529,M. Batshuayi,ST,81,22
282,209331,M. Salah,ED,81,24
283,215466,N. Maksimović,DF,81,24
284,170368,E. Lamela,CD,81,24
285,190456,N. Clyne,LD,81,25
286,198683,M. Gabbiadini,ST,81,24
287,198951,C. Bakambu,ST,81,25
288,200610,K. Volland,ST,81,23
289,204525,Iñigo Martínez,DF,81,25
290,205498,Jorginho,CM,81,24
291,208808,Q. Promes,CD,81,24
292,215914,N. Kanté,CM,81,25
293,181291,G. Wijnaldum,CM,81,25
294,188005,Camacho,CM,81,26
295,188253,J. McCarthy,CM,81,25
296,188377,K. Walker,LD,81,26
297,189117,R. Bürki,GK,81,25
298,189271,F. Coquelin,CM,81,25
299,193061,R. Pereyra,CM,81,25
300,198077,P. Herrmann,CD,81,25
301,198141,Marc Bartra,DF,81,25
302,208618,Lucas Vázquez,CD,81,25
303,163587,K. Schmeichel,GK,81,29
304,178750,Sergio Asenjo,GK,81,27
305,181560,M. Yanga-M'Biwa,DF,81,27
306,183711,J. Henderson,CM,81,26
307,184111,C. Benteke,ST,81,25
308,185132,Mikel San José,CM,81,27
309,187688,Ganso,CM,81,26
310,187735,A. Dzagoev,CM,81,26
311,188829,N. Nkoulou,DF,81,26
312,189712,K. Strootman,CM,81,26
313,190815,D. Blind,DF,81,26
314,193130,A. Schürrle,CI,81,25
315,199914,Allan,CM,81,25
316,199987,J. Cillessen,GK,81,27
317,210282,Bruno Peres,LD,81,26
318,181820,S. Jovetić,ST,81,26
319,186148,R. Zieler,GK,81,27
320,186953,O. Kıvrak,GK,81,28
321,189156,Daniel Carriço,DF,81,27
322,189574,Iturraspe,CM,81,27
323,189963,W. Bony,ST,81,27
324,190149,De Marcos,LD,81,27
325,193116,M. Gonalons,CM,81,27
326,193469,Víctor Ruíz,DF,81,27
327,197965,Pizzi,CD,81,26
328,199626,André André,CM,81,26
329,199845,F. Acerbi,DF,81,27
330,206273,O. Shatov,CI,81,25
331,4098,Tiago,CM,81,35
332,7826,R. van Persie,ST,81,32
333,8473,T. Rosický,CM,81,35
334,9676,S. Eto'o,ST,81,35
335,13743,S. Gerrard,CM,81,36
336,16254,T. Howard,GK,81,37
337,21146,M. Carrick,CM,81,34
338,31432,D. Drogba,ST,81,38
339,49369,Fernando Torres,ST,81,32
340,110677,Moyá,GK,81,32
341,112316,J. Mathieu,DF,81,32
342,115909,Rubén Castro,ST,81,35
343,116494,C. Carrasso,GK,81,34
344,121933,R. Adler,GK,81,31
345,135507,Fernandinho,CM,81,31
346,138412,J. Milner,CM,81,30
347,139997,D. Srna,LD,81,34
348,140293,A. Mirante,GK,81,32
349,146748,Diego López,GK,81,34
350,148803,K. Huntelaar,ST,81,32
351,156142,R. Eremenko,CM,81,29
352,157304,T. Vermaelen,DF,81,30
353,158232,S. Kalou,CI,81,30
354,164859,T. Walcott,CI,81,27
355,167397,Falcao,ST,81,30
356,167943,Y. Cabaye,CM,81,30
357,169416,C. Vela,ED,81,27
358,169596,R. Shawcross,DF,81,28
359,171579,Raúl García,CM,81,29
360,172175,K. Mirallas,CI,81,28
361,173198,D. Astori,DF,81,29
362,173221,A. Candreva,ED,81,29
363,176915,A. Fernández,CM,81,30
364,176949,B. Ruíz,CI,81,30
365,177553,Vieirinha,CD,81,30
366,177604,Nacho Monreal,LI,81,30
367,177635,B. Trémoulinas,LI,81,30
368,178322,M. Layún,LI,81,28
369,179527,L. Rémy,ST,81,29
370,180819,A. Lallana,CM,81,28
371,183483,K. Mitroglou,ST,81,28
372,183498,M. Parolo,CM,81,31
373,185020,José Callejón,ED,81,29
374,186581,K. Honda,CD,81,30
375,187072,L. Stindl,MP,81,27
376,187347,I. Smolnikov,LD,81,27
377,187961,Paulinho,CM,81,27
378,188803,Taison,CM,81,28
379,192492,F. Orellana,ED,81,30
380,192629,Iago Aspas,ST,81,28
381,199354,Lucas Pérez,ST,81,27
382,211117,D. Alli,CM,80,20
383,204311,K. Zouma,DF,80,21
384,208421,Saúl,CM,80,21
385,229270,M. Lemos,DF,80,20
386,193165,J. Corona,ED,80,23
387,202515,Jesé,EI,80,23
388,202556,M. Depay,CI,80,22
389,205192,Denis Suárez,CI,80,22
390,210617,Samu Castillejo,CI,80,21
391,212150,M. Meyer,CM,80,20
392,190034,T. Kolodziejczak,DF,80,24
393,194174,Keko,CD,80,24
394,208333,E. Can,CM,80,22
395,211381,S. Boufal,EI,80,22
396,212831,Alisson,GK,80,23
397,216201,Williams,ED,80,22
398,216547,Rafa,CI,80,23
399,194229,Hugo Mallo,LD,80,25
400,194996,Borja Bastón,ST,80,23
401,201400,Rafinha,CM,80,23
402,201533,P. Ntep,CI,80,23
403,205362,M. Nastasić,DF,80,23
404,206545,Manu Trigueros,CM,80,24
405,206652,Sergio Rico,GK,80,22
406,208574,F. Kostić,CI,80,23
407,211688,Gayà,LI,80,21
408,186146,D. Welbeck,ST,80,25
409,190778,J. Zoet,GK,80,25
410,192789,Mario Gaspar,LD,80,25
411,195363,J. Bruma,DF,80,24
412,201046,R. Saponara,CM,80,24
413,201377,J. Murillo,DF,80,24
414,203483,D. Klaassen,CM,80,23
415,208128,H. Çalhanoğlu,CM,80,22
416,208670,H. Ziyech,CM,80,23
417,186132,D. Drinkwater,CM,80,26
418,190531,E. Mangala,DF,80,25
419,192387,C. Immobile,ST,80,26
420,193525,Mário Fernandes,LD,80,25
421,195861,Y. Rakitskyi,DF,80,26
422,199304,Danilo,LD,80,24
423,199451,W. Ben Yedder,ST,80,25
424,202685,S. Zaza,ST,80,25
425,203299,A. Carrillo,CD,80,25
426,208004,J. Veltman,DF,80,24
427,156519,H. Herrera,CM,80,26
428,169595,D. Rose,LI,80,25
429,182002,Sidnei,DF,80,27
430,184392,M. Darmian,LD,80,26
431,184942,Giuliano,CM,80,26
432,186115,K. Gibbs,LI,80,26
433,193476,R. Cabella,CM,80,26
434,193698,O. Baumann,GK,80,26
435,193886,D. Didavi,CM,80,26
436,195365,K. Kampl,CM,80,25
437,198076,A. Abdennour,DF,80,26
438,198118,J. Guilavogui,CM,80,25
439,200215,S. Rode,CM,80,25
440,208334,J. Hector,LI,80,26
441,170370,J. dos Santos,CD,80,26
442,172522,D. Wass,CM,80,27
443,180175,Alexandre Pato,ST,80,26
444,183855,A. Ogbonna,DF,80,28
445,184881,S. Feghouli,ED,80,26
446,186832,K. Asamoah,CM,80,27
447,189250,S. Rondón,ST,80,26
448,198164,Jonathan Viera,CI,80,26
449,330,R. Keane,ST,80,35
450,1238,F. Totti,MP,80,39
451,6826,G. Barry,CM,80,35
452,49031,S. Sorrentino,GK,80,37
453,50542,J. Defoe,ST,80,33
454,111661,C. Kameni,GK,80,32
455,124607,S. İnan,CM,80,31
456,124635,M. Topal,CM,80,30
457,134744,A. Hutchinson,CM,80,33
458,137351,D. Baier,CM,80,32
459,137677,M. Vorm,GK,80,32
460,137785,R. Huth,DF,80,31
461,140233,G. Ochoa,GK,80,30
462,142902,A. Pyatov,GK,80,32
463,143076,A. Gómez,EI,80,28
464,143121,J. Sosa,CM,80,31
465,143632,V. Demirel,GK,80,34
466,146439,Negredo,ST,80,30
467,146536,Jesús Navas,CD,80,30
468,146758,Soldado,ST,80,31
469,148119,I. Akinfeev,GK,80,30
470,150516,L. Podolski,CD,80,31
471,152554,G. Clichy,LI,80,30
472,155887,M. Bradley,CM,80,28
473,156713,A. Granqvist,DF,80,31
474,158625,Dante,DF,80,32
475,158626,M. Debuchy,LD,80,30
476,163155,B. Foster,GK,80,33
477,164376,G. Pellè,ST,80,30
478,164835,L. Fabiański,GK,80,31
479,165536,G. Cabral,DF,80,30
480,167514,D. Basta,LD,80,31
481,167905,A. Valencia,LD,80,30
482,170733,Gervinho,EI,80,29
483,170797,N. Şahin,CM,80,27
484,171688,Fábio Coentrão,LI,80,28
485,172316,Coke,LD,80,29
486,172610,Castán,DF,80,29
487,173306,C. Ansaldi,LI,80,29
488,173432,H. Moreno,DF,80,28
489,176266,Lucas Leiva,CM,80,29
490,176285,W. Reid,DF,80,27
491,176571,A. Ayew,CD,80,26
492,176733,M. Berg,ST,80,29
493,176930,M. Díaz,CM,80,29
494,177519,S. Tasci,DF,80,29
495,178086,Adán,GK,80,29
496,178311,Eder,ST,80,29
497,178372,B. Ivanović,LD,80,32
498,180432,Hernanes,CM,80,31
499,180716,Rhodolfo,DF,80,29
500,180930,E. Džeko,ST,80,30
501,182212,A. Modeste,ST,80,28
502,182862,M. Pereira,LD,80,32
503,183284,A. Chedjou,DF,80,31
504,183376,L. Fejsa,CM,80,27
505,183394,M. Sissoko,CD,80,26
506,183574,M. Kruse,MP,80,28
507,183666,Roberto,GK,80,30
508,183893,C. Yacob,CM,80,28
509,183900,D. Perotti,MP,80,27
510,183909,I. Traoré,CD,80,28
511,184252,L. Pratto,ST,80,28
512,185431,N. Kalinić,ST,80,28
513,187457,C. Noboa,CM,80,31
514,187754,Marlos,CM,80,28
515,188802,M. Schmelzer,LI,80,28
516,190243,M. Hitz,GK,80,28
517,190507,Etxeita,DF,80,28
518,194404,Neto,GK,80,26
519,194911,Adrián,GK,80,29
520,199827,P. Hernández,CM,80,29
521,200647,J. Iličić,MP,80,28
522,216349,A. Halilović,CM,79,20
523,212194,J. Brandt,CI,79,20
524,213331,J. Tah,DF,79,20
525,214997,A. Correa,ST,79,21
526,218339,M. Dahoud,CM,79,20
527,222492,L. Sané,CD,79,20
528,203747,Héctor Bellerín,LD,79,21
529,209499,Fabinho,CM,79,22
530,210514,João Cancelo,LD,79,22
531,211320,D. Rugani,DF,79,21
532,225199,V. Koziello,CM,79,20
533,198784,A. Oxlade-Chamberlain,CD,79,22
534,205175,A. Milik,ST,79,22
535,205995,J. Willems,LI,79,22
536,207441,L. Vietto,ST,79,22
537,208777,Óliver Torres,CM,79,21
538,209297,Fred,CM,79,23
539,209658,L. Goretzka,CM,79,21
540,222028,J. Weigl,CM,79,20
541,223517,Danilo,CM,79,20
542,188988,M. Lanzini,CM,79,23
543,189060,A. Dragović,DF,79,25
544,199564,Sergi Roberto,CM,79,24
545,202648,Sergi Darder,CM,79,22
546,204082,J. Brooks,DF,79,23
547,205407,D. Baselli,CM,79,24
548,207410,M. Kovačić,CM,79,22
549,208722,S. Mané,CD,79,24
550,216778,Rúben Semedo,DF,79,22
551,191032,G. Töre,CD,79,24
552,197681,G. Imbula,CM,79,23
553,199005,M. Ryan,GK,79,24
554,200458,L. Digne,LI,79,22
555,200726,B. Lecomte,GK,79,25
556,201042,D. Sidibé,LI,79,23
557,201995,Felipe Anderson,EI,79,23
558,202087,J. Geis,CM,79,22
559,202849,J. Vestergaard,DF,79,23
560,203376,V. van Dijk,DF,79,24
561,203486,T. Hazard,CM,79,23
562,205525,Bernard,CM,79,23
563,205976,Leo Baptistao,ST,79,23
564,206511,M. Arnold,CM,79,22
565,209997,K. Wimmer,DF,79,23
566,210513,J. Quintero,CM,79,23
567,184477,K. Papadopoulos,DF,79,24
568,190286,Canales,CM,79,25
569,194957,P. Jones,DF,79,24
570,200228,Bruno,DF,79,26
571,201305,Gabriel,DF,79,25
572,203890,S. Vrsaljko,LD,79,24
573,205069,Bernat,LI,79,23
574,210864,E. Hysaj,LD,79,22
575,216352,M. Brozović,CM,79,23
576,216451,J. Seri,CM,79,24
577,187052,Y. M'Vila,CM,79,26
578,192565,Y. Mallı,CM,79,24
579,193361,R. Soriano,CM,79,25
580,194644,Montoya,LD,79,25
581,194845,W. Khazri,CI,79,25
582,197655,S. Coates,DF,79,25
583,198717,W. Zaha,CD,79,23
584,201262,V. Darida,CM,79,25
585,201454,F. Ghoulam,LI,79,25
586,204838,R. Jiménez,ST,79,25
587,206225,D. Cheryshev,CI,79,25
588,213150,S. Kritsyuk,GK,79,25
589,186627,M. Balotelli,ST,79,25
590,187491,F. Smolov,ST,79,26
591,188388,R. Boudebouz,CM,79,26
592,188879,A. N'Diaye,CM,79,26
593,189805,L. de Jong,ST,79,25
594,190520,T. Jantschke,DF,79,26
595,190584,Illarramendi,CM,79,26
596,193738,Y. Belhanda,CM,79,26
597,201049,L. Tonelli,DF,79,26
598,203280,V. Germain,ST,79,26
599,210126,H. Kiyotake,CM,79,26
600,211862,A. Hahn,ST,79,25
601,215051,L. López,DF,79,26
602,169705,R. Bertrand,LI,79,26
603,170369,G. dos Santos,ST,79,27
604,176550,D. Ospina,GK,79,27
605,186153,W. Szczęsny,GK,79,26
606,188524,V. Babacan,GK,79,27
607,189606,J. Baumgartlinger,CM,79,28
608,190972,E. Salvio,CD,79,25
609,199042,C. Aránguiz,CM,79,27
610,201144,M. Badelj,CM,79,27
611,201379,Samuel,CD,79,26
612,204277,Roque Mesa,CM,79,27
613,205678,E. Višća,CD,79,26
614,206413,T. Stepanenko,CM,79,26
615,208230,A. Samaris,CM,79,27
616,2492,Eliseu,LI,79,32
617,3622,Ricardo Carvalho,DF,79,38
618,25420,C. Pizarro,ST,79,37
619,51123,M. Bodmer,CM,79,33
620,53405,Maxwell,LI,79,34
621,105454,Z. Tošić,CD,79,29
622,114764,Iraizoz,GK,79,35
623,115533,D. Benaglio,GK,79,32
624,119152,K. Touré,DF,79,35
625,121170,A. Meier,ST,79,33
626,124375,B. Yılmaz,ST,79,30
627,134979,M. Demichelis,DF,79,35
628,135475,Felipe Melo,CM,79,33
629,136113,W. Morgan,DF,79,32
630,138110,Bruno Alves,DF,79,34
631,138703,A. D'Alessandro,CM,79,35
632,140620,R. Klavan,DF,79,30
633,141200,E. Spahić,DF,79,35
634,143699,G. Gönül,LD,79,31
635,144429,O. Wendt,LI,79,30
636,146460,Javi Fuego,CM,79,32
637,147621,A. Samedov,CD,79,31
638,147782,I. Denisov,CM,79,32
639,148122,V. Berezutskiy,DF,79,34
640,150590,C. Jallet,LD,79,32
641,152908,A. Young,CI,79,30
642,152999,R. Palacio,ST,79,34
643,153260,Hilton,DF,79,38
644,153296,Y. Gourcuff,CM,79,29
645,155897,C. Dempsey,CM,79,33
646,157665,S. Dann,DF,79,29
647,157960,Manuel Fernandes,CM,79,30
648,158372,I. Afellay,CM,79,30
649,159172,Trashorras,CM,79,35
650,160766,J. Ménez,ST,79,29
651,161754,Javi García,CM,79,29
652,161793,Agirretxe,ST,79,29
653,162131,Llorente,ST,79,31
654,162409,G. Rossi,ST,79,29
655,163492,N. Lombaerts,DF,79,31
656,164994,J. Błaszczykowski,CD,79,30
657,165109,S. Radu,LI,79,29
658,166072,Danilo,DF,79,32
659,169181,K. Vermeer,GK,79,30
660,169195,Renato Augusto,CM,79,28
661,169588,J. Evans,DF,79,28
662,170597,T. Krul,GK,79,28
663,170815,S. Defour,CM,79,28
664,171018,Mario Suárez,CM,79,29
665,172114,D. Valeri,CM,79,30
666,173208,D. Criscito,LI,79,29
667,173373,S. Romero,GK,79,29
668,173474,Z. Junuzović,CM,79,28
669,173521,Marcano,DF,79,29
670,173909,K. Boateng,CM,79,29
671,174549,M. Fernández,CM,79,30
672,176009,S. Kums,CM,79,28
673,176376,I. Piatti,CI,79,31
674,176731,P. Wernbloom,CM,79,30
675,177159,F. Johnson,CI,79,28
676,177326,M. Valbuena,ED,79,31
677,177392,D. Mbokani,ST,79,30
678,177573,Weligton,DF,79,36
679,177644,Kiko Casilla,GK,79,29
680,178007,Miguel Veloso,CM,79,30
681,178416,J. Lens,CD,79,28
682,178625,Mosquera,CM,79,28
683,180826,Luiz Adriano,ST,79,29
684,182879,B. Dzsudzsák,CI,79,29
685,182945,M. Gradel,EI,79,28
686,183108,N. Amrabat,CM,79,29
687,184134,Fernando,CM,79,28
688,184949,Mariano,LD,79,30
689,185103,A. Kolarov,LI,79,30
690,185373,I. Popov,CM,79,28
691,186805,J. Montero,CI,79,26
692,187607,A. Dzyuba,ST,79,27
693,187736,P. Mamaev,ED,79,27
694,187763,Elias,CM,79,31
695,188428,S. Doumbia,ST,79,28
696,190223,Balenziaga,LI,79,28
697,190971,O. Alonso,CM,79,30
698,192333,L. Sané,DF,79,29
699,192620,H. Badstuber,DF,79,27
700,193171,Jaume Costa,LI,79,28
701,193869,Gil,DF,79,29
702,196150,T. Gutiérrez,ST,79,31
703,197083,D. Caligiuri,CI,79,28
704,198368,Tomás Pina,CM,79,28
705,199434,D. Tadić,CI,79,27
706,201988,F. Fernández,DF,79,27
707,203627,Joãozinho,CI,79,27
708,205510,C. Sánchez,CD,79,31
709,230767,Renato Sanches,CM,78,18
710,203574,J. Stones,DF,78,22
711,219932,A. Sanabria,ST,78,20
712,212622,J. Kimmich,CM,78,21
713,212823,Gabriel,ST,78,19
714,213565,T. Lemar,CD,78,20
715,213661,A. Christensen,DF,78,20
716,202335,E. Dier,CM,78,22
717,210257,Ederson,GK,78,22
718,210413,A. Romagnoli,DF,78,21
719,212602,Diego Llorente,DF,78,22
720,215785,K. Baldé Diao,EI,78,21
721,219391,G. Escalante,CM,78,23
722,219683,C. Tolisso,CM,78,21
723,221660,V. Nilsson Lindelöf,DF,78,21
724,204077,M. Niang,ST,78,21
