,sofifa_id,short_name,player_positions,overall,age
154,189242,Coutinho,CM,81,22
155,189509,Thiago,CM,81,23
156,192985,K. De Bruyne,CM,81,23
157,164859,T. Walcott,CD,81,25
158,189332,Jordi Alba,LI,81,25
159,189461,J. Wilshere,CM,81,22
160,189712,K. Strootman,CM,81,24
161,192883,H. Mkhitaryan,CM,81,25
162,201942,Roberto Firmino,CM,81,22
163,170369,G. dos Santos,ST,81,25
164,170797,N. Şahin,CM,81,25
165,172610,Leandro Castán,DF,81,27
166,177457,L. Bender,CM,81,25
167,181820,S. Jovetić,ST,81,24
168,189574,Iturraspe,CM,81,25
169,189963,W. Bony,ST,81,25
170,193130,A. Schürrle,CI,81,23
171,170733,Gervinho,EI,81,27
172,177458,S. Bender,CM,81,25
173,178224,J. Hernández,ST,81,26
174,183285,M. Sakho,DF,81,24
175,139068,Nani,CD,81,27
176,184943,Ramires,CM,81,27
177,9676,S. Eto'o,ST,81,33
178,11141,M. Klose,ST,81,36
179,24630,José Reina,GK,81,31
180,30110,D. Berbatov,ST,81,33
181,31432,D. Drogba,ST,81,36
182,34079,A. Cole,LI,81,33
183,45574,R. van der Vaart,CM,81,31
184,49369,Fernando Torres,ST,81,30
185,53578,N. de Jong,CM,81,29
186,116494,C. Carrasso,GK,81,32
187,135475,Felipe Melo,CM,81,31
188,135507,Fernandinho,CM,81,29
189,137262,S. Kießling,ST,81,30
190,143306,T. Zengin,GK,81,30
191,146758,Soldado,ST,81,29
192,148711,Luisão,DF,81,33
193,152039,D. Agger,DF,81,29
194,155897,C. Dempsey,MP,81,31
195,159287,R. Montolivo,CM,81,29
196,162131,Llorente,ST,81,29
197,164435,M. Boussoufa,CM,81,29
198,164468,G. Cahill,DF,81,28
199,165229,L. Koscielny,DF,81,28
200,165580,Diego Alves,GK,81,29
201,166706,M. Škrtel,DF,81,29
202,167943,Y. Cabaye,CM,81,28
203,177326,M. Valbuena,CM,81,29
204,178372,B. Ivanović,LD,81,30
205,182629,Beto,GK,81,32
206,207664,C. Bacca,ST,81,27
207,190813,S. El Shaarawy,EI,80,21
208,189513,Parejo,CM,80,25
209,190531,E. Mangala,DF,80,23
210,192505,R. Lukaku,ST,80,21
211,198329,Rodrigo,ST,80,23
212,199556,M. Verratti,CM,80,21
213,202652,R. Sterling,ED,80,19
214,204525,Iñigo Martínez,DF,80,23
215,205525,Bernard,CM,80,21
216,177413,A. Witsel,CM,80,25
217,178562,E. Banega,CM,80,26
218,184111,C. Benteke,ST,80,23
219,187961,Paulinho,CM,80,25
220,189354,Susaeta,ED,80,26
221,189575,Muniaín,EI,80,21
222,192387,C. Immobile,ST,80,24
223,193348,X. Shaqiri,CD,80,22
224,202166,J. Draxler,CI,80,20
225,177358,M. Schneiderlin,CM,80,24
226,178005,Rui Patrício,GK,80,26
227,188943,K. Trapp,GK,80,23
228,190483,Douglas Costa,CM,80,23
229,192366,N. Otamendi,DF,80,26
230,192620,H. Badstuber,DF,80,25
231,193116,M. Gonalons,CM,80,25
232,193352,R. Rodriguez,LI,80,21
233,199835,C. Emenike,ST,80,27
234,177644,Kiko Casilla,GK,80,27
235,177934,S. Sam,ED,80,26
236,185020,José Callejón,CM,80,27
237,186153,W. Szczęsny,GK,80,24
238,187607,A. Dzyuba,ST,80,25
239,189250,S. Rondón,ST,80,24
240,162240,M. Dembélé,CM,80,26
241,167431,G. Castro,CM,80,27
242,173909,K. Boateng,CM,80,27
243,177600,Beñat,CM,80,27
244,178393,A. Cerci,MP,80,26
245,179527,L. Rémy,ST,80,27
246,195086,D. Lovren,DF,80,24
247,199434,D. Tadić,CM,80,25
248,172175,K. Mirallas,CD,80,26
249,179645,S. Kjær,DF,80,25
250,186953,O. Kivrak,GK,80,26
251,1238,F. Totti,MP,80,37
252,4098,Tiago,CM,80,33
253,6826,G. Barry,CM,80,33
254,7631,A. Cassano,MP,80,31
255,8473,T. Rosický,CM,80,33
256,20775,Quaresma,ED,80,30
257,28130,Ronaldinho,CM,80,34
258,45119,Mikel Arteta,CM,80,32
259,50542,J. Defoe,ST,80,31
260,52091,P. Evra,LI,80,33
261,53050,E. Adebayor,ST,80,30
262,106213,Iraola,LD,80,32
263,106231,Aduriz,ST,80,33
264,112316,J. Mathieu,DF,80,30
265,113422,David Villa,ST,80,32
266,115533,D. Benaglio,GK,80,30
267,138110,Bruno Alves,DF,80,32
268,139968,V. Enyeama,GK,80,31
269,140233,G. Ochoa,GK,80,28
270,144622,Raffael,MP,80,29
271,147782,I. Denisov,CM,80,30
272,150656,R. Mavuba,CM,80,30
273,152554,G. Clichy,LI,80,28
274,157481,Raúl Albiol,DF,80,28
275,157503,A. Song,CM,80,26
276,158626,M. Debuchy,LD,80,28
277,159147,L. Perrin,DF,80,28
278,163419,B. Sagna,LD,80,31
279,167905,A. Valencia,CD,80,28
280,171919,Naldo,DF,80,31
281,177134,D. Ba,ST,80,29
282,178007,Miguel Veloso,CM,80,28
283,179847,F. Fazio,DF,80,27
284,183284,A. Chedjou,DF,80,29
285,188791,A. Costa,CM,80,29
286,192615,M. Baša,DF,80,31
287,196432,E. Pérez,CM,80,28
288,209097,O. Cardosa,ST,80,30
289,186547,M. Musacchio,DF,79,23
290,188829,N. Nkoulou,DF,79,24
291,191180,J. Pastore,CM,79,25
292,193476,R. Cabella,CM,79,24
293,198219,L. Insigne,CM,79,23
294,200454,Paco Alcácer,ST,79,20
295,167812,S. Kaya,DF,79,23
296,170597,T. Krul,GK,79,26
297,177683,Y. Sommer,GK,79,25
298,186148,R. Zieler,GK,79,25
299,187735,A. Dzagoev,CM,79,24
300,189125,G. Bonaventura,CI,79,24
301,189690,Guaita,GK,79,27
302,190584,Illarramendi,CM,79,24
303,190972,E. Salvio,CD,79,23
304,191043,Alex Sandro,LI,79,23
305,191740,Ander Herrera,CM,79,24
306,193301,A. Lacazette,ST,79,23
307,194957,P. Jones,DF,79,22
308,200610,K. Volland,CD,79,21
309,171018,Mario Suárez,CM,79,27
310,176600,K. Gameiro,ST,79,27
311,179605,A. Taarabt,CM,79,25
312,180216,S. Coleman,LD,79,25
313,180819,A. Lallana,CM,79,26
314,183187,V. Stocker,CI,79,25
315,184134,Fernando,CM,79,26
316,184312,J. Biabiany,ED,79,26
317,184344,L. Bonucci,DF,79,27
318,186832,K. Asamoah,CI,79,25
319,188253,J. McCarthy,CM,79,23
320,190815,D. Blind,CM,79,24
321,193469,Víctor Ruíz,DF,79,25
322,197242,G. Krychowiak,CM,79,24
323,198076,A. Abdennour,DF,79,24
324,199416,Ibai Gómez,EI,79,24
325,202477,Deulofeu,ED,79,20
326,204963,Carvajal,LD,79,22
327,167599,R. Elm,CM,79,26
328,169588,J. Evans,DF,79,26
329,171688,Fábio Coentrão,LI,79,26
330,178750,Sergio Asenjo,GK,79,25
331,184432,Azpilicueta,LI,79,24
332,185239,O. Toprak,DF,79,24
333,186569,S. Ulreich,GK,79,25
334,188081,Alex Teixeira,CM,79,24
335,188567,P. Aubameyang,CD,79,25
336,193041,K. Navas,GK,79,27
337,199987,J. Cillessen,GK,79,25
338,201862,M. Rojo,DF,79,24
339,156142,R. Eremenko,CM,79,27
340,178518,R. Nainggolan,CM,79,26
341,182879,B. Dzsudzsák,CI,79,27
342,190547,K. Glik,DF,79,26
343,190782,Sandro,CM,79,25
344,161754,Javi García,CM,79,27
345,176944,M. Fellaini,CM,79,26
346,182495,M. Cáceres,DF,79,27
347,189560,Iborra,CM,79,26
348,330,R. Keane,ST,79,33
349,4667,M. De Sanctis,GK,79,37
350,5471,F. Lampard,CM,79,36
351,7289,R. Ferdinand,DF,79,35
352,7743,L. Donovan,CI,79,32
353,21146,M. Carrick,CM,79,32
354,25420,C. Pizarro,ST,79,35
355,48745,F. Coloccini,DF,79,32
356,50327,S. Pienaar,CI,79,32
357,53914,P. Jagielka,DF,79,31
358,103935,A. Aquilani,CM,79,29
359,120312,M. Dawson,DF,79,30
360,134979,M. Demichelis,DF,79,33
361,135455,Maicon,LD,79,32
362,137677,M. Vorm,GK,79,30
363,138726,J. Lescott,DF,79,31
364,139062,W. Caballero,GK,79,32
365,139094,Helton,GK,79,36
366,139668,F. Marchetti,GK,79,31
367,139997,D. Srna,LD,79,32
368,142780,G. Rodríguez,DF,79,30
369,143632,V. Demirel,GK,79,32
370,146482,Xabi Prieto,CM,79,30
371,146741,Arbeloa,LD,79,31
372,146760,Juanfran,LD,79,29
373,148138,I. Olić,ST,79,34
374,148224,Raúl Meireles,CM,79,31
375,152747,A. Lennon,CD,79,27
376,157304,T. Vermaelen,DF,79,28
377,157960,Manuel Fernandes,CM,79,28
378,158810,G. Inler,CM,79,30
379,161805,V. Behrami,CM,79,29
380,162369,V. Ibišević,ST,79,29
381,163418,Y. Kaboul,DF,79,28
382,163711,L. Diarra,CM,79,29
383,163824,A. Williams,DF,79,29
384,167614,R. Shirokov,CM,79,32
385,168585,R. Vlaar,DF,79,29
386,169051,F. Guarín,CM,79,28
387,170664,C. Rodríguez,CI,79,28
388,171579,Raúl García,CD,79,27
389,172294,Mikel Gonzalez,DF,79,28
390,176266,Lucas Leiva,CM,79,27
391,176619,A. Ramos,ST,79,28
392,176769,Jonas,ST,79,30
393,178509,O. Giroud,ST,79,27
394,179752,O. Cardozo,ST,79,31
395,179875,D. N'Doye,ST,79,29
396,181786,V. Ćorluka,DF,79,28
397,184120,Bruno,CM,79,30
398,186581,K. Honda,CM,79,28
399,206407,João Pereira,LD,79,30
400,202556,M. Depay,EI,78,20
401,212125,L. Marković,CD,78,20
402,198784,A. Oxlade-Chamberlain,CD,78,20
403,199189,R. Barkley,CM,78,20
404,207865,Marquinhos,DF,78,20
405,210513,J. Quintero,CM,78,21
406,207566,William Carvalho,CM,78,22
407,170368,E. Lamela,CD,78,22
408,184477,K. Papadopoulos,DF,78,22
409,199074,L. Traoré,ST,78,24
410,200752,Juan Jesus,DF,78,23
411,205566,Alberto Moreno,LI,78,21
412,173432,H. Moreno,DF,78,26
413,178213,E. Capoue,CM,78,25
414,181291,G. Wijnaldum,CM,78,23
415,183711,J. Henderson,CM,78,24
416,183899,P. Piatti,EI,78,25
417,184826,Adrien Silva,CM,78,25
418,185132,Mikel San José,DF,78,25
419,185174,A. Poli,CM,78,24
420,186146,D. Welbeck,ST,78,23
421,191032,G. Töre,CD,78,22
422,200315,Cristian Tello,ED,78,22
423,209102,M. Etxeberría,CI,78,27
424,216336,Y. Lodygin,GK,78,24
425,155887,M. Bradley,CM,78,26
426,160766,J. Ménez,ED,78,27
427,163489,A. Consigli,GK,78,27
428,176270,Y. Movsisyan,ST,78,26
429,176571,A. Ayew,CI,78,24
430,177105,P. Ebert,CD,78,27
431,181458,I. Perišić,CI,78,25
432,184087,T. Alderweireld,DF,78,25
433,186115,K. Gibbs,LI,78,24
434,188803,Taison,CM,78,26
435,190149,De Marcos,LD,78,25
436,192086,A. Kokorin,ST,78,23
437,198176,S. de Vrij,DF,78,22
438,198196,P. Lasogga,ST,78,22
439,201400,Rafinha,CM,78,21
440,204639,S. Savić,DF,78,23
441,212351,P. Franco,DF,78,23
442,173198,D. Astori,DF,78,27
443,173208,D. Criscito,LI,78,27
444,173818,Adrián,ST,78,26
445,177388,D. Payet,CI,78,27
446,183483,K. Mitroglou,ST,78,26
447,183574,M. Kruse,MP,78,26
448,187052,Y. M'Vila,CM,78,24
449,188005,Camacho,CM,78,24
450,192722,R. Hamouma,ED,78,27
451,193698,O. Baumann,GK,78,24
452,203627,Joãozinho,CI,78,25
453,164477,J. Mikel,CM,78,27
454,172316,Coke,LD,78,27
455,178416,J. Lens,ED,78,26
456,187072,L. Stindl,CD,78,25
457,187084,M. Diouf,ST,78,26
458,188802,M. Schmelzer,LI,78,26
459,189246,S. Reinartz,CM,78,25
460,195861,Y. Rakitskyi,DF,78,24
461,197890,Arribas,DF,78,25
462,105454,Z. Tošić,CD,78,27
463,158121,B. Costil,GK,78,26
464,169596,R. Shawcross,DF,78,26
465,1611,M. Stranzl,DF,78,34
466,1625,T. Henry,MP,78,36
467,5485,S. Kehl,CM,78,34
468,11983,B. Friedel,GK,78,43
469,20209,Ricardo Costa,DF,78,33
470,31831,K. Källström,CM,78,31
471,45186,Joaquín,ED,78,32
472,49072,D. Forlán,ST,78,35
473,110677,Moyá,GK,78,30
474,114764,Iraizoz,GK,78,33
475,115909,Rubén Castro,ST,78,33
476,119152,K. Touré,DF,78,33
477,120274,A. Di Natale,ST,78,36
478,121122,S. Rolfes,CM,78,32
479,124375,B. Yılmaz,ST,78,28
480,124635,M. Topal,CM,78,28
481,134744,A. Hutchinson,CM,78,31
482,136553,Lee Dong Gook,ST,78,35
483,137506,G. Pandev,MP,78,30
484,138123,E. Cambiasso,CM,78,33
485,138412,J. Milner,CD,78,28
486,140293,A. Mirante,GK,78,30
487,141200,E. Spahić,DF,78,33
488,142708,D. Milito,ST,78,35
489,143617,O. Adın,CD,78,28
490,144306,E. Korkmaz,DF,78,31
491,146011,I. Uche,ST,78,30
492,146111,Mikel Rico,CM,78,29
493,146460,Javi Fuego,CM,78,30
494,147621,A. Samedov,CD,78,29
495,148122,V. Berezutskiy,DF,78,32
496,152908,A. Young,CI,78,28
497,153244,A. Gignac,ST,78,28
498,154950,Y. Zhirkov,CI,78,30
499,155885,A. McGeady,CD,78,28
500,158138,A. Hunt,CM,78,27
501,158232,S. Kalou,ST,78,28
502,158856,C. Gentner,CM,78,28
503,159145,B. Gomis,ST,78,28
504,160310,Jesús Gámez,LD,78,29
505,161648,H. Ben Arfa,CD,78,27
506,163083,Rolando,DF,78,28
507,163155,B. Foster,GK,78,31
508,164505,B. Guzan,GK,78,29
509,164876,Michu,ST,78,28
510,165501,N. Pareja,DF,78,30
511,165526,G. Paletta,DF,78,28
512,170783,C. Tioté,CM,78,28
513,172124,M. Sow,EI,78,28
514,172672,Varela,EI,78,29
515,174379,G. Castro,EI,78,29
516,174549,M. Fernández,CM,78,28
517,176794,O. Toivonen,ST,78,27
518,176903,M. Iturra,CM,78,30
519,176949,B. Ruíz,ED,78,28
520,177553,Vieirinha,CD,78,28
521,180695,Lima,ST,78,30
522,183280,A. Rami,DF,78,28
523,183666,Roberto,GK,78,28
524,185000,Thiago Neves,CM,78,29
525,185103,A. Kolarov,LI,78,28
526,188427,S. Lulić,CI,78,28
527,199151,J. Iturbe,ED,77,21
528,187924,C. Grenier,CM,77,23
529,192227,S. Mustafi,DF,77,22
530,201153,Morata,ST,77,21
531,207862,M. Ginter,DF,77,20
532,190286,Sergio Canales,CM,77,23
533,197853,S. Aurier,LD,77,21
534,199304,Danilo,LD,77,22
535,204970,F. Thauvin,CD,77,21
536,208128,H. Çalhanoğlu,CM,77,20
537,216547,Rafa,EI,77,21
538,190778,J. Zoet,GK,77,23
539,193061,R. Pereyra,CM,77,23
540,193338,M. Destro,ST,77,23
541,194644,Montoya,LD,77,23
542,203299,A. Carrillo,ED,77,23
543,204024,C. Kramer,CM,77,23
544,176550,D. Ospina,GK,77,25
545,179546,M. Marin,CM,77,26
546,179696,E. Insua,LI,77,25
547,184716,J. Allen,CM,77,24
548,189681,Rafael,LD,77,23
549,190502,G. Sertic,CM,77,24
550,195365,K. Kampl,CD,77,23
551,197937,P. Djilobodji,DF,77,25
552,198504,J. Drmić,ST,77,21
553,199561,Nolito,CI,77,27
554,200106,A. Özbiliz,ED,77,24
555,200215,S. Rode,CM,77,23
556,200389,J. Oblak,GK,77,21
557,205362,M. Nastasić,DF,77,21
558,206655,E. Vargas,ST,77,24
559,211061,A. Maxim,CM,77,23
560,176993,Bojan,ED,77,23
561,178085,Granero,CM,77,26
562,179783,R. Fährmann,GK,77,25
563,182168,A. Ranocchia,DF,77,26
564,183855,A. Ogbonna,DF,77,26
565,184267,Y. Brahimi,EI,77,24
566,188154,L. Holtby,CM,77,23
567,188377,K. Walker,LD,77,24
568,192658,S. Jung,LD,77,24
569,196934,O. Özyakup,CM,77,21
570,197061,J. Matip,DF,77,22
571,199451,W. Ben Yedder,ST,77,23
572,201262,V. Darida,CM,77,23
573,201508,G. Ramirez,CM,77,23
574,209132,S. Romerón,ST,77,25
575,158905,P. Schwegler,CM,77,27
576,161793,Agirretxe,ST,77,27
577,165109,S. Radu,LI,77,27
578,165247,I. Khune,GK,77,27
579,173306,C. Ansaldi,LI,77,27
580,177519,S. Tasci,DF,77,27
581,182836,A. Carroll,ST,77,25
582,183871,N. Müller,CD,77,26
583,183937,G. van der Wiel,LD,77,26
584,184484,G. Sigurðsson,CM,77,24
585,185373,I. Popov,CM,77,26
586,187132,C. Zambrano,DF,77,24
587,190223,Balenziaga,LI,77,26
588,191687,Maicon,DF,77,25
589,199715,Vitolo,CI,77,24
590,200529,N. Chadli,CI,77,24
591,203528,L. Bangoura,CD,77,22
592,169721,M. Richards,LD,77,26
593,182212,A. Modeste,ST,77,26
594,183108,N. Amrabat,CI,77,27
595,184200,M. Arnautović,CI,77,25
596,186452,S. de Jong,CM,77,25
597,188352,K. Großkreutz,LD,77,25
598,163600,J. Ruddy,GK,77,27
599,177983,C. Zapata,DF,77,27
600,184252,L. Pratto,ST,77,26
601,189491,O. Şahan,CI,77,27
602,192238,José Cañas,CM,77,27
603,2147,M. Stekelenburg,GK,77,31
604,3622,Ricardo Carvalho,DF,77,36
605,12259,S. Keita,CM,77,34
606,26992,S. Distin,DF,77,36
607,41635,P. Mexès,DF,77,32
608,45601,F. Malouda,CI,77,34
609,46590,C. Samba,DF,77,30
610,51100,S. Mauri,CM,77,34
611,53405,Maxwell,LI,77,32
612,54013,S. Downing,CD,77,29
613,105803,Gurpegi,DF,77,33
614,108080,S. Lichtsteiner,CD,77,30
615,110381,M. Rodríguez,EI,77,33
616,110842,Óscar,CM,77,31
617,111022,David Navarro,DF,77,34
618,111093,Reyes,CD,77,30
619,112542,S. Ignashevich,DF,77,34
620,112847,J. Jones,CM,77,32
621,123603,H. Campagnaro,DF,77,34
622,124607,S. İnan,CM,77,29
623,134956,L. Cana,DF,77,30
624,135043,A. Lindegaard,GK,77,30
625,137351,D. Baier,CM,77,30
626,137494,O. Martins,ST,77,29
627,137763,K. Agassa,GK,77,35
628,138463,Ruben Amorim,CM,77,29
629,142938,G. Denis,ST,77,32
630,143121,J. Sosa,CD,77,29
631,147006,Diego Castro,CI,77,31
632,150516,L. Podolski,CI,77,29
633,153260,Hilton,DF,77,36
634,153296,Y. Gourcuff,CM,77,27
635,153934,Piti,CD,77,33
636,155984,Markel Bergara,CM,77,28
637,156713,A. Granqvist,DF,77,29
638,156722,M. Flamini,CM,77,30
639,157430,S. Salihović,CM,77,29
640,158963,L. Biglia,CM,77,28
641,159172,Trashorras,CM,77,33
642,159261,F. Quagliarella,ST,77,31
643,163492,N. Lombaerts,DF,77,29
644,163530,J. Clément,CM,77,29
645,163699,S. Sessègnon,CM,77,30
646,164376,G. Pellè,ST,77,28
647,164493,M. Jansen,LI,77,28
648,165740,A. Johnson,CD,77,26
649,165816,Jonathan,CD,77,28
650,167237,P. Helmes,ST,77,30
651,168354,E. Viviano,GK,77,28
652,168607,Rafinha,LD,77,28
653,169181,K. Vermeer,GK,77,28
654,170770,José Enrique,LI,77,28
655,172114,D. Valeri,CM,77,28
656,173146,L. Cigarini,CM,77,28
657,173228,Siqueira,LI,77,28
658,176481,M. Erdinç,ST,77,27
659,176731,P. Wernbloom,CM,77,28
660,176733,M. Berg,ST,77,27
661,176915,A. Fernández,CM,77,28
662,177533,Manuel da Costa,DF,77,28
663,177635,B. Trémoulinas,LI,77,28
664,177649,Rafinha,CI,77,30
665,178111,M. Biševac,DF,77,30
666,178535,P. Osvaldo,ST,77,28
667,179589,D. Ya Konan,ST,77,30
668,180714,Guilherme,GK,77,28
669,180826,Luiz Adriano,ST,77,27
670,182862,M. Pereira,LD,77,30
671,183498,M. Parolo,CM,77,29
672,183893,C. Yacob,CM,77,26
673,192841,E. Giaccherini,CI,77,29
674,194365,S. Okazaki,ST,77,28
675,209082,S. La Cruz,ST,77,33
676,209118,J. Aranguren,CI,77,33
677,210935,D. Berardi,ED,76,19
678,201399,M. Icardi,ST,76,21
679,203038,Lucas Piazon,EI,76,20
680,206058,M. De Sciglio,LD,76,21
681,198009,M. Perin,GK,76,21
682,201510,L. Kurzawa,LI,76,21
683,205498,Jorginho,CM,76,22
684,215785,B. Keita,EI,76,19
685,199767,M. van Ginkel,CM,76,21
686,202642,Fernando,CM,76,22
687,203486,T. Hazard,CM,76,21
688,209329,Dória,DF,76,19
689,209331,M. Salah,CD,76,22
690,193474,I. Gueye,CM,76,24
691,193525,Mário Fernandes,LD,76,23
692,199503,G. Xhaka,CM,76,21
693,200458,L. Digne,LI,76,20
694,202515,Jesé Rodríguez,CI,76,21
695,211368,Bruma,EI,76,19
696,212198,Bruno Fernandes,CM,76,19
697,215316,G. Rulli,GK,76,22
698,215466,N. Maksimović,DF,76,22
699,170370,J. Dos Santos,CM,76,24
700,171875,C. Erkin,LI,76,25
701,183465,J. Rodwell,CM,76,23
702,190544,A. Ljajić,EI,76,22
703,193504,S. Caulker,DF,76,22
704,194079,A. Potuk,CM,76,23
705,202087,J. Geis,CM,76,20
706,203551,A. Florenzi,ED,76,23
707,204523,Rubén Pardo,CM,76,21
708,205600,S. Umtiti,DF,76,20
709,143076,A. Gómez,CI,76,26
710,181560,M. Yanga-M'Biwa,DF,76,25
711,182152,Koo Ja Cheol,CM,76,25
712,186351,L. Fer,CM,76,24
713,189881,C. Smalling,DF,76,24
714,190150,Álvaro Domínguez,DF,76,25
715,190582,L. Kweuke,ST,76,26
716,193839,Rômulo,CM,76,27
717,194404,Neto,GK,76,24
718,198113,M. Höger,CM,76,24
719,198141,Marc Bartra,DF,76,23
720,199422,J. Clasie,CM,76,23
721,200104,H. Son,EI,76,21
722,205601,C. Atsu,EI,76,22
723,146296,Andrés Fernández,GK,76,27
724,183569,E. Choupo-Moting,CI,76,25
